,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400
20,1.04,1.12,1.21,1.3,1.39,1.47,1.55,1.62,1.7,1.77,1.83,1.9,1.96,2.02
300,1.02,1.09,1.19,1.28,1.38,1.47,1.56,1.65,1.73,1.81,1.89,1.97,2.04,2.11
350,1.02,1.09,1.18,1.28,1.37,1.47,1.56,1.64,1.73,1.81,1.88,1.96,2.03,2.1
400,1.02,1.09,1.18,1.27,1.37,1.46,1.55,1.64,1.72,1.8,1.87,1.95,2.02,2.09
450,1.02,1.09,1.18,1.27,1.36,1.45,1.54,1.63,1.71,1.79,1.86,1.94,2.01,2.08
500,1.02,1.09,1.17,1.27,1.36,1.45,1.54,1.62,1.7,1.78,1.85,1.93,2,2.07
550,1.02,1.08,1.17,1.26,1.35,1.44,1.53,1.61,1.69,1.77,1.84,1.92,1.99,2.06
600,1.01,1.04,1.1,1.19,1.28,1.38,1.48,1.57,1.66,1.75,1.84,1.92,2.01,2.09
